y"No.","キーワード検索","地域","件数","会社名","郵便番号","住所","電子メール","URL","コメント","電話番号 1","FAX番号 1","電話番号 2","FAX番号 2","電話番号 3","FAX番号 3","電話番号 4","FAX番号 4","電話番号 5","FAX番号 5","電話番号 6","FAX番号 6","電話番号 7","FAX番号 7","電話番号 8","FAX番号 8","電話番号 9","FAX番号 9","電話番号 10","FAX番号 10","電話番号 11","FAX番号 11","電話番号 12","FAX番号 12","電話番号 13","FAX番号 13","電話番号 14","FAX番号 14","電話番号 15","FAX番号 15","電話番号 16","FAX番号 16","電話番号 17","FAX番号 17","電話番号 18","FAX番号 18","電話番号 19","FAX番号 19","電話番号 20","FAX番号 20","LocName","fX","fY","iConf","iLvl"
,,,,蕾,901-0361,沖縄県糸満市字糸満９８９－６８,,,,098-994-1694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/糸満市/糸満/９８９番地","127.66773","26.12782","5","7"
,,,,亀山社厨,900-0015,沖縄県那覇市久茂地３丁目２３－１０－１Ｆ,,,,098-861-2526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久茂地/三丁目/２３番","127.68100","26.21591","5","7"
,,,,ちぬまん／別邸店,904-0414,沖縄県国頭郡恩納村字前兼久５２３－２－１Ｆ,chinuman9@gmail.com,http://www.shimancyu.net/onna/shop03.html,,098-989-0987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/恩納村/前兼久","127.80415","26.44931","5","5"
,,,,さくら家さくら,900-0033,沖縄県那覇市久米１丁目１－２１－１Ｆ,,,,098-861-3544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久米/一丁目/１番","127.67531","26.21432","5","7"
,,,,九文錢,903-0117,沖縄県中頭郡西原町字翁長１５７－４－１Ｆ,,,,098-946-6418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/西原町/翁長/１５７番地","127.75303","26.23013","5","7"
,,,,うりずんてるてる,907-0023,沖縄県石垣市字石垣１４７－１８,,,,0980-82-8135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/石垣/１４７番地","124.16071","24.34623","5","7"
,,,,四丁目キュイジーヌ・カウダ,900-0006,沖縄県那覇市おもろまち４丁目１７－１０－１Ｆ,,,,098-860-6647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/おもろまち/四丁目/１７番","127.69762","26.22548","5","7"
,,,,ふくふく,900-0031,沖縄県那覇市若狭２丁目３－１５－Ｂ１Ｆ,,,,098-861-1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/若狭/二丁目/３番","127.67653","26.22061","5","7"
,,,,ＹＯＵ・ＹＯＵ,905-0013,沖縄県名護市城１丁目７－３－１０２,,,,0980-54-1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/城/一丁目/７番","127.98341","26.58913","5","7"
,,,,ふぅがぁーや,907-0022,沖縄県石垣市字大川４３－５,,,,0980-87-0143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/大川/４３番地","124.16118","24.34122","5","7"
,,,,Ｑ．Ｓ,904-1201,沖縄県国頭郡金武町字金武４２４０－１,,,,098-968-6212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/金武町/金武","127.91960","26.45364","5","5"
,,,,居酒屋Ｐｒｉｍｏ,901-0155,沖縄県那覇市金城５丁目１－２－２Ｆ,info@appa-re.com,http://www.appa-re.com,,098-859-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/金城/五丁目/１番地","127.66852","26.19837","5","7"
,,,,和和酒膳処,904-2172,沖縄県沖縄市泡瀬１丁目３－２８－１Ｆ,,,,098-938-1331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/泡瀬/一丁目/３番","127.83530","26.32039","5","7"
,,,,ジャンジャン,901-3805,沖縄県島尻郡南大東村字在所２６０,,,,09802-2-2132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/南大東村/在所","131.23085","25.83279","5","5"
,,,,天地,900-0032,沖縄県那覇市松山２丁目２１－３,,,,098-988-1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/二丁目/２１番","127.68011","26.22081","5","7"
,,,,ダイニングカフェきらら,904-2213,沖縄県うるま市字田場１４０－１－１Ｆ,,,,098-973-2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/うるま市/田場/１４０番地","127.86447","26.36916","5","7"
,,,,寿味食堂,901-2122,沖縄県浦添市勢理客３丁目１１－１０－１Ｆ,,,,098-874-8886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/勢理客/三丁目/１１番","127.69164","26.24139","5","7"
,,,,カラオケトップエンジェル,904-1106,沖縄県うるま市石川１丁目５２－３８,,,,098-965-5959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/うるま市/石川/一丁目/５２番","127.82949","26.43138","5","7"
,,,,居食家心,904-2235,沖縄県うるま市字前原３８５－１１,,,,098-989-1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/うるま市/前原/３８５番地","127.84162","26.33834","5","7"
,,,,二枚屋支店其ノ弐,906-0012,沖縄県宮古島市平良字西里２９６－１Ｆ,,,,0980-73-3682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/西里/２９６番地","125.28200","24.80327","5","7"
,,,,海人居酒屋源平得店,907-0003,沖縄県石垣市字平得１７５－３,,,,0980-88-6350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/平得/１７５番地","124.17279","24.33846","5","7"
,,,,Ｓｕｍｍｅｒ・ｇｌａｓｓ,907-0022,沖縄県石垣市字大川１９８－７－１Ｆ－３,,,,0980-83-3274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/大川/１９８番地","124.15936","24.33954","5","7"
,,,,居酒屋ここから,904-2172,沖縄県沖縄市泡瀬３丁目１－６－１Ｆ,,,,098-937-3133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/泡瀬/三丁目/１番","127.83092","26.31668","5","7"
,,,,リアン（Ｌｉａｎ）,904-0031,沖縄県沖縄市上地１丁目１５－５－１Ｆ,,,,098-930-1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/上地/一丁目/１５番","127.79745","26.33364","5","7"
,,,,スナック隼,900-0032,沖縄県那覇市松山１丁目１４－３－２Ｆ－Ｃ,,,,098-861-1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/一丁目/１４番","127.67936","26.21885","5","7"
,,,,Ｋａｉ,901-2127,沖縄県浦添市屋富祖３丁目１－１０－２Ｆ,,,,098-879-1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/屋富祖/三丁目/１番","127.70860","26.25310","5","7"
,,,,ＯＲＡＮＧＥＢＯＯＭＢａｙｓｉｄｅＫｉｔｃｈｅｎ,904-0115,沖縄県中頭郡北谷町字美浜５１－３－１Ｆ,,,,098-936-9339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/北谷町/美浜","127.76125","26.31269","5","5"
,,,,カフェラウンジ将,900-0015,沖縄県那覇市久茂地３丁目２９－２１－１Ｆ,,,,098-861-8895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久茂地/三丁目/２９番","127.68318","26.21566","5","7"
,,,,ヌーベルダイニングＧｒｅｅｎ,900-0005,沖縄県那覇市天久１丁目６－２３,,,,098-862-3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/天久/一丁目/６番","127.69131","26.22997","5","7"
,,,,おさかなカフェ,902-0067,沖縄県那覇市安里１丁目４－１５－１Ｆ,,,,098-988-1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/安里/一丁目/４番","127.69469","26.21879","5","7"
,,,,海産物居酒屋かいきょう,901-0213,沖縄県豊見城市字高嶺３９２－５,,,,098-850-4655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/豊見城市/高嶺/３９２番地","127.69556","26.16740","5","7"
,,,,ジャスミン,900-0006,沖縄県那覇市おもろまち４丁目６－２４－６Ｆ,,,,098-861-1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/おもろまち/四丁目/６番","127.69627","26.22692","5","7"
,,,,酒処酔城屋,903-0806,沖縄県那覇市首里汀良町３丁目９２－１０２,,,,098-885-0789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/首里汀良町/三丁目/９２番地","127.72702","26.22014","5","7"
,,,,民謡スナック紺ず（染）み,905-0013,沖縄県名護市城１丁目１－２０－１Ｆ,,,,0980-53-7075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/城/一丁目/１番","127.98201","26.59085","5","7"
,,,,ＣＬＵＢ・ＤＯＲＡＤＯ,900-0032,沖縄県那覇市松山１丁目１４－１９－３０１,,,,098-861-3214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/一丁目/１４番","127.67936","26.21885","5","7"
,,,,チビかつ商店３丁目,900-0015,沖縄県那覇市久茂地３丁目９－７－２Ｆ,,http://chibikatsu.ti-da.net/,,098-863-1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久茂地/三丁目/９番","127.68124","26.21458","5","7"
,,,,眞丑,906-0012,沖縄県宮古島市平良字西里２３１－１Ｆ,,,,0980-73-3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/西里/２３１番地","125.28088","24.80504","5","7"
,,,,ニューパンティー,905-0013,沖縄県名護市城１丁目１－２０－１Ｆ,,,,0980-52-1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/城/一丁目/１番","127.98201","26.59085","5","7"
,,,,スナック花笠,905-0213,沖縄県国頭郡本部町字谷茶２９,,,,0980-47-5344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/本部町/谷茶/２９番地","127.88828","26.65785","5","7"
,,,,Ｄ’ｓＣＡＦＥ,903-0801,沖縄県那覇市首里末吉町３丁目４４－１,,,,098-988-4739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/首里末吉町/三丁目/４４番地","127.70599","26.23394","5","7"
,,,,グランドライン,900-0034,沖縄県那覇市東町５－１４－２Ｆ,,,,098-863-8653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/東町/５番","127.67556","26.21344","5","7"
,,,,スナックＫｅｉ,900-0034,沖縄県那覇市東町２０－１６－２０２,,,,098-861-1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/東町/２０番","127.67380","26.21212","5","7"
,,,,カラオケパブひかり,905-0014,沖縄県名護市港１丁目１５－３－１Ｆ,,,,0980-53-1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/港/一丁目/１５番","127.98128","26.59130","5","7"
,,,,居酒屋一本松,904-0103,沖縄県中頭郡北谷町字桑江５８６－１３,,,,098-936-3020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/北谷町/桑江/５８６番地","127.76981","26.32532","5","7"
,,,,李白,903-0805,沖縄県那覇市首里鳥堀町２丁目１－２－２Ｆ,,,,098-885-7664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/首里鳥堀町/二丁目/１番地","127.72506","26.21757","5","7"
,,,,ＭＡＲＩＫＡ,900-0032,沖縄県那覇市松山１丁目８－１９－４Ｆ－Ｃ,,,,098-862-3088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/一丁目/８番","127.67847","26.21675","5","7"
,,,,ブルースカイ,904-2244,沖縄県うるま市字江洲５０７－３Ｆ,,,,098-973-0960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/うるま市/江洲","127.82706","26.35153","5","5"
,,,,カラオケ総合商社プラスシステム,902-0075,沖縄県那覇市字国場１３７－２,,,,098-836-3533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/国場/１３７番地","127.69975","26.19672","5","7"
,,,,肴や,902-0073,沖縄県那覇市字上間２８９－１－１０２,,,,098-832-8180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/上間/２８９番地","127.71630","26.19680","5","7"
,,,,恋文,902-0067,沖縄県那覇市字安里３８８－５,,,,098-884-3086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/安里/３８８番地","127.69670","26.21748","5","7"
,,,,スナックちゃこ,907-0023,沖縄県石垣市字石垣２６７－１Ｆ,,,,0980-83-4192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/石垣/２６７番地","124.15543","24.34217","5","7"
,,,,砦,904-0022,沖縄県沖縄市園田１丁目１５－２６－２Ｆ,,,,098-932-6060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/園田/一丁目/１５番","127.79684","26.33056","5","7"
,,,,今帰仁の宿ハイビスカス,905-0428,沖縄県国頭郡今帰仁村字今泊３５７１,uemahiro@gmail.com,http://haibisu.com/,"                                                宿泊プランをチェック 4,200円～                                                                                                                                                ",0980-56-5830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/今帰仁村/今泊","127.92789","26.68869","5","5"
,,,,Ｍａａｓａ,905-0013,沖縄県名護市城１丁目８－１０－１Ｆ,,,,0980-52-5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/城/一丁目/８番","127.98277","26.58965","5","7"
,,,,炭火ろばた一仙,907-0002,沖縄県石垣市字真栄里９９－１１,,,,0980-83-1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/真栄里/９９番地","124.16913","24.33460","5","7"
,,,,だーダーＤＡ居酒屋,904-0032,沖縄県沖縄市諸見里１丁目２－１６,,,,098-930-5766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/諸見里/一丁目/２番","127.79443","26.33075","5","7"
,,,,おる商店,900-0014,沖縄県那覇市松尾２丁目１１－５－１Ｆ,,,,098-988-3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松尾/二丁目/１１番","127.68784","26.21414","5","7"
,,,,美波ぬ島ラウンジ,907-0012,沖縄県石垣市美崎町１３－７,,,,0980-82-0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/美崎町/１３番地","124.15631","24.33991","5","7"
,,,,こぱん,901-0155,沖縄県那覇市金城５丁目１－１－２Ｆ,,,,098-987-0694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/金城/五丁目/１番地","127.66852","26.19837","5","7"
,,,,居酒屋りん,901-1303,沖縄県島尻郡与那原町字与那原５７４－１－１Ｆ,,,,098-988-3639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/与那原町/与那原/５７４番地","127.75618","26.20171","5","7"
,,,,スナックプリティー,904-1105,沖縄県うるま市石川白浜１丁目８－１－１Ｆ,,,,098-965-6523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/うるま市/石川白浜/一丁目/８番","127.82927","26.43063","5","7"
,,,,えびす家,903-0117,沖縄県中頭郡西原町字翁長５９３－１０３,,,,098-946-9313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/西原町/翁長/５９３番地","127.75057","26.23824","5","7"
,,,,スナックＭＩＫＡＮ,900-0024,沖縄県那覇市古波蔵２丁目２４－１－２０３,,,,098-836-5459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/古波蔵/二丁目/２４番","127.68792","26.19908","5","7"
,,,,居酒屋舞梨乃,902-0063,沖縄県那覇市三原２丁目１９－３,,,,098-836-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/三原/二丁目/１９番","127.70008","26.21365","5","7"
,,,,とり辰／新都心店,900-0006,沖縄県那覇市おもろまち４丁目６－２４－１Ｆ,,,,098-862-0606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/おもろまち/四丁目/６番","127.69627","26.22692","5","7"
,,,,たべのみ屋さくな,900-0024,沖縄県那覇市古波蔵２丁目１５－１－１０１,,,,098-833-5818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/古波蔵/二丁目/１５番","127.68752","26.19977","5","7"
,,,,寿司・酒膳多々,903-0826,沖縄県那覇市首里寒川町２丁目７９－８,,,,098-886-8430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/首里寒川町/二丁目/７９番地","127.70804","26.21750","5","7"
,,,,優花,900-0034,沖縄県那覇市東町２０－１６－４０１,,,,098-868-8093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/東町/２０番","127.67380","26.21212","5","7"
,,,,グルーロズ,907-0012,沖縄県石垣市美崎町１１－３－１Ｆ－１０,,,,0980-83-4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/美崎町/１１番地","124.15455","24.34003","5","7"
,,,,ＯｃｈｏＲｉｏｓ,902-0062,沖縄県那覇市松川３丁目１２－２３－１Ｆ,,,,098-887-3229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松川/三丁目/１２番","127.70568","26.21716","5","7"
,,,,しゃらく,900-0006,沖縄県那覇市おもろまち４丁目７－２６－１Ｆ,,,,098-863-4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/おもろまち/四丁目/７番","127.69688","26.22629","5","7"
,,,,ふれんど,901-2133,沖縄県浦添市城間１丁目１－５－３Ｆ,,,,098-878-8626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/城間/一丁目/１番","127.71044","26.25302","5","7"
,,,,居酒屋良ちゃん,904-0014,沖縄県沖縄市仲宗根町１９－１２－１Ｆ,,,,098-939-3577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/仲宗根町/１９番","127.80318","26.33436","5","7"
,,,,居酒屋きらく,906-0013,沖縄県宮古島市平良字下里３３８－１１,,,,0980-75-5657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/下里/３３８番地","125.27385","24.80454","5","7"
,,,,癒酒屋こんちわ,903-0812,沖縄県那覇市首里当蔵町１丁目１０－１Ｆ,,,,098-882-4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/首里当蔵町/一丁目/１０番地","127.71873","26.22071","5","7"
,,,,ぐすく台所,901-2207,沖縄県宜野湾市神山１丁目５－６３,,,,098-892-8099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宜野湾市/神山","127.76160","26.27296","5","5"
,,,,巡,900-0015,沖縄県那覇市久茂地２丁目１２－９,,,,098-864-5118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久茂地/二丁目/１２番","127.68204","26.21788","5","7"
,,,,ぽこあぽこ浦添店,901-2132,沖縄県浦添市伊祖２丁目１－３,,,,098-988-8499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/伊祖/二丁目/１番","127.71448","26.25163","5","7"
,,,,スナックかなさ,901-1303,沖縄県島尻郡与那原町字与那原１００３－２－Ａ,,,,098-944-5838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/与那原町/与那原/１００３番地","127.75797","26.20813","5","7"
,,,,ＳＯＰＨＩＡ,900-0032,沖縄県那覇市松山２丁目９－３－１Ｆ,,,,098-866-6766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/二丁目/９番","127.68024","26.21917","5","7"
,,,,ＧＲＡＮＤＳＬＡＭ,907-0022,沖縄県石垣市字大川２６１－２Ｆ,,,,0980-87-0442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/大川/２６１番地","124.15671","24.34023","5","7"
,,,,居食屋碧海,900-0015,沖縄県那覇市久茂地２丁目１１－１－１Ｆ,,,,098-861-5550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久茂地/二丁目/１１番","127.68140","26.21717","5","7"
,,,,琉球亭,904-0412,沖縄県国頭郡恩納村字谷茶１５９３－８,,,,098-989-4991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/恩納村/谷茶","127.82566","26.46652","5","5"
,,,,リバース,904-0031,沖縄県沖縄市上地１丁目１３－３０,,,,098-930-2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/上地/一丁目/１３番","127.79803","26.33283","5","7"
,,,,せつか家,907-0453,沖縄県石垣市字川平８６８－１,,,,0980-88-2188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/川平","124.13903","24.45936","5","5"
,,,,ＣＡＴＳ,901-2127,沖縄県浦添市屋富祖３丁目７－１２－４Ｆ,,,,098-879-2333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/屋富祖/三丁目/７番","127.70592","26.25374","5","7"
,,,,かりー亭,905-0228,沖縄県国頭郡本部町字伊野波３２３－１,,,,0980-47-5657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/本部町/伊野波/３２３番地","127.90722","26.65725","5","7"
,,,,Ｓｎａｃｋスマイリー,904-0304,沖縄県中頭郡読谷村字楚辺１１９５－３Ｆ－Ａ,,,,098-956-1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/読谷村/楚辺/１１９５番地","127.74162","26.38577","5","7"
,,,,吉崎食堂,900-0015,沖縄県那覇市久茂地２丁目５－１,info@yura-net.com,http://yura-net.com,,098-863-8246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久茂地/二丁目/５番","127.68011","26.21589","5","7"
,,,,ＧＯＬＤ,900-0032,沖縄県那覇市松山１丁目１－１０－２Ｆ,,,,098-861-7204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/一丁目/１番","127.67860","26.21642","5","7"
,,,,居酒屋番番,900-0037,沖縄県那覇市辻１丁目７－７－Ｂ－１Ｆ,,,,098-864-1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/辻/一丁目/７番","127.67010","26.21701","5","7"
,,,,スナック林鈴,901-2215,沖縄県宜野湾市真栄原１丁目２３－８－１Ｆ,,,,098-897-9733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宜野湾市/真栄原/一丁目/２３番","127.74229","26.25864","5","7"
,,,,ケイズ,904-2172,沖縄県沖縄市泡瀬３丁目２－３－１Ｆ－Ａ,,,,098-921-0202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/泡瀬/三丁目/２番","127.83078","26.31602","5","7"
,,,,島のごちそう,901-2211,沖縄県宜野湾市宜野湾３丁目１４－２４,,,,098-893-7578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宜野湾市/宜野湾/三丁目/１４番","127.75649","26.26172","5","7"
,,,,ラウンジ美月,906-0012,沖縄県宮古島市平良字西里１７１－１Ｆ,,,,0980-79-0257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/西里/１７１番地","125.27882","24.80646","5","7"
,,,,ラウンジセブ,900-0032,沖縄県那覇市松山２丁目１６－１２－２Ｆ－Ａ,,,,098-861-1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/二丁目/１６番","127.67990","26.21943","5","7"
,,,,スナック紬,907-0012,沖縄県石垣市美崎町１０－１５,,,,0980-88-5405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/美崎町/１０番地","124.15543","24.33940","5","7"
,,,,沖縄和顔,901-0201,沖縄県豊見城市字真玉橋１２２－２－１Ｆ,,,,098-856-4505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/豊見城市/真玉橋/１２２番地","127.69580","26.19490","5","7"
,,,,チェリチェリ,900-0015,沖縄県那覇市久茂地３丁目８－１９,,,,098-861-1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久茂地/三丁目/８番","127.68203","26.21488","5","7"
