"No.","業種検索","地域","件数","会社名","郵便番号","住所","電子メール","URL","コメント","電話番号 1","FAX番号 1","電話番号 2","FAX番号 2","電話番号 3","FAX番号 3","電話番号 4","FAX番号 4","座標X","座標Ｙ","icon","iLv","LocName","fX","fY","iConf","iLvl"
,,,,すゞめのお宿,036-8197,青森県弘前市大字桶屋町５５－４,,,,,0172-32-2013,,,,,,,,,,,"青森県/弘前市/桶屋町/５５番地","140.47044","40.59845","5","7"
,,,,炭火串焼助六青森駅前店,030-0801,青森県青森市新町１丁目６－２５,,,,017-776-6699,,,,,,,,,,,,"青森県/青森市/新町/一丁目/６番","140.73677","40.82648","5","7"
,,,,たちばな,031-0051,青森県八戸市大字堤町１,,,,0178-22-7674,,,,,,,,,,,,"青森県/八戸市/堤町/１番地","141.48723","40.50884","5","7"
,,,,津軽居酒屋わいわい,036-8004,青森県弘前市大字大町１丁目３－１５,,,,0172-38-2288,0172-38-2288,,,,,,,,,,,"青森県/弘前市/大町/一丁目/３番","140.48311","40.59733","5","7"
,,,,津軽海峡鮮魚店,030-0802,青森県青森市本町２丁目１１－１２,,,,017-722-4555,,,,,,,,,,,,"青森県/青森市/本町/二丁目/１１番","140.74973","40.82580","5","7"
,,,,津軽じょっぱり漁屋酒場,030-0802,青森県青森市本町２丁目５－１４,,,,017-722-3443,017-722-3443,,,,,,,,,,,"青森県/青森市/本町/二丁目/５番","140.74713","40.82586","5","7"
,,,,なんぶや,039-1161,青森県八戸市大字河原木字神才２２－２,,,,0178-28-0561,,,,,,,,,,,,"青森県/八戸市/河原木/神才/２２番地","141.45290","40.52668","5","7"
,,,,野田つがる食彩,036-0378,青森県黒石市大字浜町２６,,,,0172-53-1444,,,,,,,,,,,,"青森県/黒石市/浜町/２６番地","140.59874","40.64751","5","7"
,,,,浜膳海鮮酒房,031-0011,青森県八戸市大字田向字間ノ田３７－１,,,,0178-20-0461,,,,,,,,,,,,"青森県/八戸市/田向/間ノ田/３７番地","141.50822","40.49645","5","7"
,,,,濱藤,030-0861,青森県青森市長島１丁目３－１５,,,,,017-776-3176,,,,,,,,,,,"青森県/青森市/長島/一丁目/３番","140.74362","40.82391","5","7"
,,,,バラ焼きショップふじの,034-0011,青森県十和田市稲生町１８－４０,,,,0176-25-8089,,,,,,,,,,,,"青森県/十和田市/稲生町/１８番","141.21510","40.61379","5","7"
,,,,富士見館,036-0355,青森県黒石市袋井２丁目６３,,,,0172-52-8851,,,,,,,,,,,,"青森県/黒石市/袋井/二丁目/６３番地","140.59004","40.64117","5","7"
,,,,松ノ木,036-8003,青森県弘前市大字駅前町１３－１,,,,0172-34-2521,,,,,,,,,,,,"青森県/弘前市/駅前町/１３番","140.48184","40.59846","5","7"
,,,,三ツ石,030-0803,青森県青森市安方２丁目７－３３,,,,0120-803314,,,,,,,,,,,,"青森県/青森市/安方/二丁目/７番","140.74286","40.82669","5","7"
,,,,三ツ石,030-0803,青森県青森市安方２丁目７－３３,,,,017-735-3314,,,,,,,,,,,,"青森県/青森市/安方/二丁目/７番","140.74286","40.82669","5","7"
,,,,百代,030-0802,青森県青森市本町２丁目３－１１,,http://www.actv.ne.jp/~momoyo/,,017-776-5820,,,,,,,,,,,,"青森県/青森市/本町/二丁目/３番","140.74719","40.82656","5","7"
,,,,結き手づくり料理,036-8194,青森県弘前市大字北川端町１２－２,,,,0172-34-9077,,,,,,,,,,,,"青森県/弘前市/北川端町/１２番地","140.47237","40.60057","5","7"
,,,,わたすげ,031-0003,青森県八戸市吹上１丁目１５－２８,,,,0178-44-9318,,,,,,,,,,,,"青森県/八戸市/吹上/一丁目/１５番","141.49968","40.50304","5","7"
,,,,わらじ屋,036-8203,青森県弘前市大字本町８５－１－１Ｆ,,,,0172-36-1178,,,,,,,,,,,,"青森県/弘前市/本町/８５番地","140.46928","40.60115","5","7"
,,,,わらび,036-8182,青森県弘前市大字土手町１２６－２Ｆ,,,,0172-36-3232,,,,,,,,,,,,"青森県/弘前市/土手町/１２６番地","140.47554","40.59887","5","7"
36,カレー,青森県,,一致するジャンルがありません,,,,,,,,,,,,,,,,,
37,飲み屋,岩手県,,一致するジャンルがありません,,,,,,,,,,,,,,,,,
38,レストラン,岩手県,326,ポパイ,025-0097,岩手県花巻市若葉町３丁目１１－１７,olive@meat.co.jp,http://popeye.meat.co.jp/,白金豚の生産農場によるアンテナショップ　レストランポパイ,0198-23-4977,,,,,,,,,,,,"岩手県/花巻市/若葉町/三丁目/１１番","141.10295","39.38621","5","7"
,,,,ひめかゆ,023-0403,岩手県奥州市胆沢区若柳字天沢５２－７,info@himekayu.com,http://www.himekayu.com/,"                                    宿泊プランをチェック 6,050円～                                                                                                                                                                                                                        ",0197-49-2006,,,,,,,,,,,,"岩手県/奥州市/胆沢区若柳","140.98546","39.12403","5","5"
,,,,八幡平ロイヤルホテル,028-7302,岩手県八幡平市松尾寄木第１地割５９０－５,hatiman@daiwaresort.co.jp,http://www.daiwaresort.co.jp/hachimantai/,"                                    宿泊プランをチェック 5,000円～                                                                                                                                                                                                                        ",0195-78-3311,,,,,,,,,,,,"岩手県/八幡平市/松尾寄木","140.95306","39.89857","5","5"
,,,,有限会社おかる,029-4208,岩手県奥州市前沢区字七日町９１,,http://okaru.info/,本物の味が香る和風レストラン,0197-56-2515,,,,,,,,,,,,"岩手県/奥州市/前沢区/七日町/９１番地","141.12299","39.04997","5","7"
,,,,自休自足,021-0812,岩手県一関市字樋渡２５－１,,,早起きで元気なカフェ,0191-26-7582,,,,,,,,,,,,"岩手県/一関市/樋渡/２５番地","141.14635","38.93058","5","7"
,,,,みどりの郷ホテルみどりの郷,029-4505,岩手県胆沢郡金ケ崎町永栄上宿２６－３,,http://www.midorino-sato.jp/,緑と花と水辺と温泉のある癒しの空間,0197-44-2131,,,,,,,,,,,,"岩手県/胆沢郡/金ケ崎町/永栄上宿","141.09146","39.17859","5","5"
,,,,ペンションロッキーイン,028-7306,岩手県八幡平市安比高原６０５－６４,rocky@appi-resort.com,http://rocky.appi-resort.com/,"                                    宿泊プランをチェック 4,320円～                                                                                                                                                                                                                        ",0195-73-5069,,,,,,,,,,,,"岩手県/八幡平市/安比高原","140.99265","40.00993","5","5"
,,,,ステラモンテ,020-0828,岩手県盛岡市大慈寺町１０－３４,,http://www.asabiraki-net.jp/,おいしいお酒とおいしい料理でおもてなし致します,019-624-7206,,,,,,,,,,,,"岩手県/盛岡市/大慈寺町/１０番","141.15982","39.69247","5","7"
,,,,菜加,021-0884,岩手県一関市大手町１－４,,,リーズナブルに！中国料理・ファミリーコース・宴会料理,0191-23-8931,,,,,,,,,,,,"岩手県/一関市/大手町/１番","141.13478","38.92779","5","7"
,,,,焼肉レストラン米内,020-0885,岩手県盛岡市紺屋町５－１６,info@nikunoyonai.com,http://www.nikunoyonai.com/,盛岡で前沢牛のステーキ、焼肉、冷麺は肉の米内,019-623-2983,,,,,,,,,,,,"岩手県/盛岡市/紺屋町/５番","141.15671","39.70433","5","7"
,,,,牛の里,029-4204,岩手県奥州市前沢区向田１丁目５,info@ushinosato.co.jp,http://www.ushinosato.co.jp/,前沢牛専門店　和風れすとらん,0197-56-6115,,,,,,,,,,,,"岩手県/奥州市/前沢区向田/一丁目","141.13057","39.04919","5","6"
,,,,前沢牛オガタ／本店,029-4207,岩手県奥州市前沢区字塔ケ崎１０２－４,,http://www.maesawagyuogata.com/,厳選した牛肉を全国発送！牧場直営だからできる味と価格！,0197-56-7298,,,,,,,,,,,,"岩手県/奥州市/前沢区/塔ケ崎/１０２番地","141.12032","39.04150","5","7"
,,,,磯よし,028-1371,岩手県下閉伊郡山田町船越第１地割７３－５,,,三陸直送の新鮮な磯料理を満喫できます。,0193-84-3066,,,,,,,,,,,,"岩手県/下閉伊郡/山田町/船越第一地割","141.97115","39.41991","5","5"
,,,,蔵元レストラン世嬉の一,021-0885,岩手県一関市田村町５－４２,sekino1@theia.ocn.ne.jp,http://www.sekinoichi.co.jp/,,0191-21-5566,,,,,,,,,,,,"岩手県/一関市/田村町/５番","141.13208","38.93087","5","7"
,,,,蔵元レストラン世嬉の一,021-0885,岩手県一関市田村町５－４２,,http://www.sekinoichi.co.jp/,,,0191-31-1666,,,,,,,,,,,"岩手県/一関市/田村町/５番","141.13208","38.93087","5","7"
,,,,あえりあ遠野レストラン銀杏,028-0524,岩手県遠野市新町１－１０,,,,0198-60-1700,,,,,,,,,,,,"岩手県/遠野市/新町/１番","141.52687","39.32876","5","7"
,,,,あさひやレストラン,029-0803,岩手県一関市千厩町千厩字宮敷４３－８,,,,0191-52-2325,,,,,,,,,,,,"岩手県/一関市/千厩町千厩/宮敷/４３番地","141.33986","38.92370","5","7"
,,,,アトランタ・カフェ,024-0072,岩手県北上市北鬼柳１９地割６８,,,,0197-65-2554,,,,,,,,,,,,"岩手県/北上市/北鬼柳十九地割","141.09143","39.29494","5","5"
,,,,アトランテス,020-0874,岩手県盛岡市南大通１丁目１０－２６,,,,019-654-8410,,,,,,,,,,,,"岩手県/盛岡市/南大通/一丁目/１０番","141.15749","39.69724","5","7"
,,,,あべ,026-0022,岩手県釜石市大只越町１丁目１－Ａ－１０３,,,,0120-240654,,,,,,,,,,,,"岩手県/釜石市/大只越町/一丁目/１番","141.88026","39.27627","5","7"
,,,,あべ,026-0022,岩手県釜石市大只越町１丁目１－Ａ－１０３,,,,0193-22-0654,,,,,,,,,,,,"岩手県/釜石市/大只越町/一丁目/１番","141.88026","39.27627","5","7"
,,,,アミューズメントＢＯＸライヴ・お食事処まつや,023-0003,岩手県奥州市水沢区佐倉河字道下２６－１－１Ｆ,,,,0197-34-1207,,,,,,,,,,,,"岩手県/奥州市/水沢区佐倉河/道下/２６番地","141.14645","39.15743","5","7"
,,,,アラムシニガン,020-0024,岩手県盛岡市菜園２丁目３－１,,,,019-622-3755,,,,,,,,,,,,"岩手県/盛岡市/菜園/二丁目/３番","141.14618","39.70163","5","7"
,,,,アランチャ（Ａｒａｎｃｉａ）,020-0021,岩手県盛岡市中央通２丁目１－２６,,,,019-625-6305,,,,,,,,,,,,"岩手県/盛岡市/中央通/二丁目/１番","141.14638","39.70438","5","7"
,,,,アンサンブル,020-0022,岩手県盛岡市大通２丁目７－２０,,,,019-652-3323,,,,,,,,,,,,"岩手県/盛岡市/大通/二丁目/７番","141.14549","39.70316","5","7"
,,,,アンドーコーポレーション有限会社,027-0078,岩手県宮古市鴨崎町１－５８,,,,0193-71-2130,,,,,,,,,,,,"岩手県/宮古市/鴨崎町/１番","141.94389","39.64375","5","7"
,,,,アヴァンティ,020-0022,岩手県盛岡市大通３丁目４－１－２Ｆ,,,,019-624-2915,,,,,,,,,,,,"岩手県/盛岡市/大通/三丁目/４番","141.14272","39.70329","5","7"
,,,,偉人通り,023-0054,岩手県奥州市水沢区字吉小路４２－２,,,,0197-23-3936,,,,,,,,,,,,"岩手県/奥州市/水沢区/吉小路/４２番地","141.13776","39.14318","5","7"
,,,,伊太利屋,028-0062,岩手県久慈市二十八日町１丁目２５,,,,0194-53-6239,,,,,,,,,,,,"岩手県/久慈市/二十八日町/一丁目/２５番地","141.76743","40.19098","5","7"
,,,,一力,023-0811,岩手県奥州市水沢区字寺小路２,,,,0197-24-8960,,,,,,,,,,,,"岩手県/奥州市/水沢区/寺小路/２番地","141.14397","39.14064","5","7"
,,,,一翔,024-0061,岩手県北上市大通り１丁目３－２６,,,,0197-65-5511,,,,,,,,,,,,"岩手県/北上市/大通り/一丁目/３番","141.12039","39.28289","5","7"
,,,,一翔,024-0061,岩手県北上市大通り１丁目３－２６,,,,,0197-65-2099,,,,,,,,,,,"岩手県/北上市/大通り/一丁目/３番","141.12039","39.28289","5","7"
,,,,イル・クオーレ,025-0066,岩手県花巻市松園町１丁目４－１,gos53@poplar.ocn.ne.jp,,,0198-24-9957,0198-24-9957,,,,,,,,,,,"岩手県/花巻市/松園町/一丁目/４番","141.10849","39.40710","5","7"
,,,,いろからプラス,020-0148,岩手県盛岡市前潟４丁目７－１,,,,019-601-1161,,,,,,,,,,,,"岩手県/盛岡市/前潟/四丁目/７番","141.09889","39.71146","5","7"
,,,,岩膳,020-0601,岩手県滝沢市後５１９－３,,,,019-688-5114,,,,,,,,,,,,"岩手県/滝沢市/後","141.08508","39.82015","5","0"
,,,,岩手ハイウェイサービス株式会社紫波サービスエリア上り線レストラン,028-3452,岩手県紫波郡紫波町片寄字堤下５２－２,,,,019-673-6121,,,,,,,,,,,,"岩手県/紫波郡/紫波町/片寄/堤下/５２番地","141.10332","39.51492","5","7"
,,,,ＩＮＫ・ＯＮ・ＰＬＡＴＥ．,024-0031,岩手県北上市青柳町２丁目７－１０,,,,0197-72-5200,,,,,,,,,,,,"岩手県/北上市/青柳町/二丁目/７番","141.11629","39.28575","5","7"
,,,,インディアンフードアンドバーカルパナ,020-0021,岩手県盛岡市中央通１丁目１１－７－１Ｆ,,,,019-625-7333,,,,,,,,,,,,"岩手県/盛岡市/中央通/一丁目/１１番","141.14731","39.70444","5","7"
,,,,ウサギボタニカ,020-0871,岩手県盛岡市中ノ橋通１丁目３－１５,,,,019-681-4932,,,,,,,,,,,,"岩手県/盛岡市/中ノ橋通/一丁目/３番","141.15631","39.70094","5","7"
,,,,牛の里／事務室,029-4204,岩手県奥州市前沢区向田１丁目５,,,,0197-56-4114,,,0197-56-4110,,,,,,,,,"岩手県/奥州市/前沢区向田/一丁目","141.13057","39.04919","5","6"
,,,,うらら亭,028-5316,岩手県二戸郡一戸町岩舘字子守８５,,,,0195-32-3551,0195-32-3551,,,,,,,,,,,"岩手県/二戸郡/一戸町/岩舘/子守/８５番地","141.30464","40.19773","5","7"
,,,,えきばしゃ,027-0084,岩手県宮古市末広町６－１２,,,,0193-63-8732,,,,,,,,,,,,"岩手県/宮古市/末広町/６番","141.94821","39.64195","5","7"
,,,,エクセルガーデンカフェ,028-6103,岩手県二戸市石切所字荷渡２２－１３,,,,0195-23-9775,0195-23-9775,,,,,,,,,,,"岩手県/二戸市/石切所/荷渡","141.29387","40.26761","5","6"
,,,,エコレストランあいのの,028-3605,岩手県紫波郡矢巾町大字間野々第１２地割５０,,,,019-681-0304,,,,,,,,,,,,"岩手県/紫波郡/矢巾町/間野々第十二地割","141.17177","39.59538","5","5"
,,,,エコレストランあいのの,028-3605,岩手県紫波郡矢巾町大字間野々第１２地割５０,,,,,019-681-0306,,,,,,,,,,,"岩手県/紫波郡/矢巾町/間野々第十二地割","141.17177","39.59538","5","5"
,,,,ｅｖｅｒｇｒｅｅｎ,020-0851,岩手県盛岡市向中野３丁目３２－３７,,,,019-635-8640,,,,,,,,,,,,"岩手県/盛岡市/向中野/三丁目/３２番","141.13213","39.68178","5","7"
,,,,エルミタージュ,023-0003,岩手県奥州市水沢区佐倉河字前田１７－２,,,,0197-24-7284,,,,,,,,,,,,"岩手県/奥州市/水沢区佐倉河/前田","141.15160","39.14710","5","6"
,,,,エルミタージュ,023-0003,岩手県奥州市水沢区佐倉河字前田１７－２,,,,0197-25-8863,,,,,,,,,,,,"岩手県/奥州市/水沢区佐倉河/前田","141.15160","39.14710","5","6"
,,,,エーデルワイス,023-0804,岩手県奥州市水沢区字谷地明円５２－１,,,,0197-25-2945,,,,,,,,,,,,"岩手県/奥州市/水沢区/谷地明円/５２番地","141.13251","39.13968","5","7"
,,,,オアシス館,029-5513,岩手県和賀郡西和賀町本内４６地割１２５－１０６,,,,0197-82-2915,,,,,,,,,,,,"岩手県/和賀郡/西和賀町/本内四十六地割","140.84822","39.29211","5","5"
,,,,有限会社おかる,029-4208,岩手県奥州市前沢区字七日町９１,,,,,0197-56-6589,,,,,,,,,,,"岩手県/奥州市/前沢区/七日町/９１番地","141.12299","39.04997","5","7"
,,,,お食事処・網代,029-4208,岩手県奥州市前沢区字株樹１８０,,,,0197-56-3133,,,,,,,,,,,,"岩手県/奥州市/前沢区/株樹","141.13245","39.06048","5","6"
,,,,織互留,028-3615,岩手県紫波郡矢巾町大字南矢幅第７地割４３０,,,,019-697-7119,,,,,,,,,,,,"岩手県/紫波郡/矢巾町/南矢幅第七地割/４３０番地","141.15456","39.61299","5","7"
,,,,オープンハウスいやしの村,022-0006,岩手県大船渡市立根町字下欠１２５－１２,,,,0192-26-6877,,,,,,,,,,,,"岩手県/大船渡市/立根町/下欠","141.71996","39.10478","5","6"
,,,,株式会社花月堂／月の座店,020-0403,岩手県盛岡市乙部２６地割７７－１５,,,,019-696-3370,,,,,,,,,,,,"岩手県/盛岡市/乙部二十六地割","141.20717","39.60283","5","5"
,,,,桂,025-0082,岩手県花巻市御田屋町１－２９,,,,0198-24-1853,,,,,,,,,,,,"岩手県/花巻市/御田屋町/１番","141.12265","39.38725","5","7"
,,,,Ｃａｆｅ・ＳＰＩＲＩＴ,024-0004,岩手県北上市村崎野２２地割１４８－３,,,,0197-88-2850,0197-88-2850,,,,,,,,,,,"岩手県/北上市/村崎野二十二地割/１４８番地","141.11183","39.33353","5","7"
,,,,カフェビクトリアン,020-0133,岩手県盛岡市青山１丁目８－３,,,,019-646-0880,,,,,,,,,,,,"岩手県/盛岡市/青山/一丁目/８番","141.11617","39.72152","5","7"
,,,,カフェボーノ,029-0803,岩手県一関市千厩町千厩字東小田９０,,,,0191-53-3080,,,,,,,,,,,,"岩手県/一関市/千厩町千厩/東小田/９０番地","141.32846","38.90754","5","7"
,,,,カフェ・ポンシャ,024-0321,岩手県北上市和賀町岩崎１８地割１５２,,,,0197-73-6395,,,,,,,,,,,,"岩手県/北上市/和賀町岩崎十八地割","141.04277","39.28170","5","5"
,,,,カフェ・モンテ,021-0842,岩手県一関市字柳町２－５－２Ｆ,,,,0191-26-7300,,,,,,,,,,,,"岩手県/一関市/柳町/２番地","141.14059","38.92683","5","7"
,,,,カフェレストランエーデルワイス,021-0221,岩手県一関市舞川字中入１５２－１,,,,0191-28-2184,,,,,,,,,,,,"岩手県/一関市/舞川/中入","141.20026","38.96873","5","6"
